id,url,team,name,image,position,shoots,height,weight,college,birthDate,highSchoolName,highSchoolCity,highSchoolState,yearsFrom,yearsTo,seasonsPlayed,gamesPlayed,minutesPlayed,fieldGoalsMade,fieldGoalAttempts,threePointsMade,threePointAttempts,freeThrowsMade,freeThrowAttempts,offensiveRebounds,rebounds,asssists,steals,blocks,turnovers,fouls,points,fieldGoalPercentage,threePointPercentage,freeThrowPercentage,minutesPerGame,pointsPerGame,reboundsPerGame,assistsPerGame
184,/players/h/houbrbo01.html,BOS,Bob Houbregs,,C/PF,R,6-7,210,University of Washington,1932-03-12,Queen Anne,Seattle,Washington,1955,1955,1,,,,,,,,,,,,,,,,,,,,,,,
185,/players/h/houseed01.html,BOS,Eddie House,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/houseed01.jpg,PG/SG,R,6-1,180,Arizona State University,1978-05-14,Hayward,Hayward,California,2008,2010,3,209,3805,595,1413,332,805,111,129,37,393,292,148,24,158,288,1633,0.421,0.412,0.86,18.2,7.8,1.9,1.4
186,/players/h/howelba01.html,BOS,Bailey Howell,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/howelba01.jpg,PF/SF,R,6-7,210,Mississippi State University,1937-01-20,Middleton,Middleton,Tennessee,1967,1970,4,323,9909,2290,4766,,,1232,1666,,2717,493,,,,1127,5812,0.48,,0.739,30.7,18,8.4,1.5
187,/players/h/hudsole01.html,BOS,Lester Hudson,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/hudsole01.jpg,PG/SG,R,6-3,190,University of Tennessee at Martin,1984-08-07,Central,Memphis,Tennessee,2010,2010,1,16,70,7,18,3,5,5,6,3,8,8,3,2,9,7,22,0.389,0.6,0.833,4.4,1.4,0.5,0.5
188,/players/h/humphja01.html,BOS,Jay Humphries,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/humphja01.jpg,SG/PG,R,6-3,185,University of Colorado,1962-10-17,Inglewood,Inglewood,California,1995,1995,1,6,52,4,9,0,1,2,4,2,3,10,2,0,5,10,10,0.444,0,0.5,8.7,1.7,0.5,1.7
189,/players/h/humphkr01.html,BOS,Kris Humphries,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/humphkr01.jpg,PF/SF,R,6-9,235,University of Minnesota,1985-02-06,Hopkins,Minnetonka,Minnesota,2014,2014,1,69,1376,231,461,0,2,117,144,127,409,67,31,61,64,136,579,0.501,0,0.813,19.9,8.4,5.9,1
190,/players/h/huntebr01.html,BOS,Brandon Hunter,,PF,R,6-7,260,Ohio University,1980-11-24,Withrow,Cincinnati,Ohio,2004,2004,1,36,406,53,116,0,3,19,43,50,118,19,13,1,22,40,125,0.457,0,0.442,11.3,3.5,3.3,0.5
191,/players/h/hunterj01.html,BOS,R.J. Hunter,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/hunterj01.jpg,SG,R,6-5,185,Georgia State University,1993-10-24,Pike,Indianapolis,Indiana,2016,2016,1,36,315,36,98,19,63,6,7,2,37,13,14,4,11,29,97,0.367,0.302,0.857,8.8,2.7,1,0.4
192,/players/i/irvinky01.html,BOS,Kyrie Irving,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/irvinky01.jpg,PG,R,6-3,193,Duke University,1992-03-23,Saint Patrick,Elizabeth,New Jersey,2018,2019,2,65,2096,567,1169,172,435,241,274,37,249,334,69,19,153,133,1547,0.485,0.395,0.88,32.2,23.8,3.8,5.1
193,/players/j/jacksde01.html,BOS,Demetrius Jackson,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/jacksde01.jpg,PG,R,6-1,201,University of Notre Dame,1994-09-07,Marian,Mishawaka,Indiana,2017,2017,1,5,17,3,4,1,1,3,6,2,4,3,0,0,0,0,10,0.75,1,0.5,3.4,2,0.8,0.6
194,/players/j/jackstr01.html,BOS,Tracy Jackson,,SG,R,6-6,205,University of Notre Dame,1959-04-21,Paint Branch,Burtonsville,Maryland,1982,1982,1,11,66,10,26,0,0,6,10,7,12,5,3,0,6,5,26,0.385,,0.6,6,2.4,1.1,0.5
195,/players/j/jamesmi01.html,BOS,Mike James,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/jamesmi01.jpg,PG,R,6-2,188,Duquesne University,1975-06-23,Amityville Memorial,Amityville,New York,2004,2004,1,55,1684,213,510,86,226,76,95,20,176,244,70,2,83,113,588,0.418,0.381,0.8,30.6,10.7,3.2,4.4
196,/players/j/janisjo01.html,BOS,John Janisch,,F/G,R,6-3,200,Valparaiso University,1920-03-15,,,,1948,1948,1,3,,1,7,,,1,2,,,0,,,,3,3,0.143,,0.5,,1,,0
197,/players/j/jeffeal01.html,BOS,Al Jefferson,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/jeffeal01.jpg,C/PF,R,6-10,289,,1985-01-04,Prentiss,Prentiss,Mississippi,2005,2007,3,199,4432,837,1630,0,8,372,564,453,1367,142,100,207,264,593,2046,0.513,0,0.66,22.3,10.3,6.9,0.7
198,/players/j/jerebjo01.html,BOS,Jonas Jerebko,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/jerebjo01.jpg,PF,R,6-10,231,,1987-03-02,,,,2015,2017,3,185,2935,310,729,114,302,112,145,182,700,163,64,48,109,317,846,0.425,0.377,0.772,15.9,4.6,3.8,0.9
199,/players/j/johnsam01.html,BOS,Amir Johnson,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/johnsam01.jpg,SF/PF/C,R,6-9,240,,1987-05-01,Westchester,Los Angeles,California,2016,2017,2,159,3408,462,796,37,109,136,221,296,871,278,103,145,171,425,1097,0.58,0.339,0.615,21.4,6.9,5.5,1.7
200,/players/j/johnsch04.html,BOS,Chris Johnson,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/johnsch04.jpg,SF,L,6-6,206,University of Dayton,1990-04-29,Brookhaven,Columbus,Ohio,2014,2014,1,40,789,85,214,43,127,37,43,31,97,31,27,4,22,63,250,0.397,0.339,0.86,19.7,6.3,2.4,0.8
201,/players/j/johnsch03.html,BOS,Chris Johnson,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/johnsch03.jpg,C,R,6-11,210,Louisiana State University,1985-07-15,Laurinburg Institute,Laurinburg,North Carolina,2011,2011,1,4,32,2,3,0,0,2,2,1,5,1,0,3,2,3,6,0.667,,1,8,1.5,1.3,0.3
202,/players/j/johnsde01.html,BOS,Dennis Johnson,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/johnsde01.jpg,PG/SG,R,6-4,185,Pepperdine University,1954-09-18,Dominguez,Compton,California,1984,1990,7,541,18321,2617,5873,44,282,1527,1817,433,1757,3486,654,233,1221,1476,6805,0.446,0.156,0.84,33.9,12.6,3.2,6.4
203,/players/j/johnsja02.html,BOS,JaJuan Johnson,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/johnsja02.jpg,PF,R,6-10,221,Purdue University,1989-02-08,Franklin Central,Indianapolis,Indiana,2012,2012,1,36,298,54,121,0,0,6,9,20,58,6,5,14,14,25,114,0.446,,0.667,8.3,3.2,1.6,0.2
204,/players/j/johnsjo02.html,BOS,Joe Johnson,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/johnsjo02.jpg,SF/SG,R,6-7,240,University of Arkansas,1981-06-29,Little Rock Central,Little Rock,Arkansas,2002,2002,1,48,1003,130,296,24,88,20,26,40,139,74,33,9,28,59,304,0.439,0.273,0.769,20.9,6.3,2.9,1.5
205,/players/j/johnsri01.html,BOS,Rich Johnson,,PF/C,R,6-7,210,Grambling State University,1946-12-18,,,,1969,1971,3,97,1074,200,442,,,57,93,,265,39,,,,198,457,0.452,,0.613,11.1,4.7,2.7,0.4
206,/players/j/jonesda01.html,BOS,Damon Jones,,PG/SG,R,6-3,185,University of Houston,1976-08-25,Ball,Galveston,Texas,1999,1999,1,13,213,29,75,15,33,3,4,4,31,29,6,0,12,16,76,0.387,0.455,0.75,16.4,5.8,2.4,2.2
207,/players/j/jonesdo01.html,BOS,Dontae' Jones,,SF,R,6-8,220,,1975-06-02,Stratford,Nashville,Tennessee,1998,1998,1,15,91,19,57,6,23,0,0,3,9,5,2,3,11,12,44,0.333,0.261,,6.1,2.9,0.6,0.3
208,/players/j/jonesdw02.html,BOS,Dwayne Jones,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/jonesdw02.jpg,PF,R,6-11,250,Saint Joseph's University,1983-06-09,American Christian School,Aston,Pennsylvania,2006,2006,1,14,87,4,10,0,0,6,13,10,31,2,1,3,3,14,14,0.4,,0.462,6.2,1,2.2,0.1
209,/players/j/jonesjo01.html,BOS,Johnny Jones,,SF,R,6-7,205,"California State University, Los Angeles",1943-03-12,DeMatha Catholic,Hyattsville,Maryland,1968,1968,1,51,475,86,253,,,42,68,,114,26,,,,60,214,0.34,,0.618,9.3,4.2,2.2,0.5
210,/players/j/jonesju01.html,BOS,Jumaine Jones,,SF/SG/PF,R,6-8,218,University of Georgia,1979-02-10,Mitchell-Baker,Camilla,Georgia,2004,2004,1,42,373,33,96,13,44,14,23,24,68,14,12,9,19,48,93,0.344,0.295,0.609,8.9,2.2,1.6,0.3
211,/players/j/joneskc01.html,BOS,K.C. Jones,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/joneskc01.jpg,PG,R,6-1,200,University of San Francisco,1932-05-25,Commerce,San Francisco,California,1959,1967,9,676,17501,1919,4961,,,1173,1814,,2399,2908,,,,1816,5011,0.387,,0.647,25.9,7.4,3.5,4.3
212,/players/j/jonespo01.html,BOS,Popeye Jones,,PF,R,6-8,250,Murray State University,1970-06-17,Dresden,Dresden,Tennessee,1999,1999,1,18,206,20,51,0,1,14,17,28,52,15,5,0,7,31,54,0.392,0,0.824,11.4,3,2.9,0.8
213,/players/j/jonessa01.html,BOS,Sam Jones,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/jonessa01.jpg,SG/PG/SF,R,6-4,198,North Carolina Central University,1933-06-24,Laurinburg Institute,Laurinburg,North Carolina,1958,1969,12,871,24285,6271,13745,,,2869,3572,,4305,2209,,,,1735,15411,0.456,,0.803,27.9,17.7,4.9,2.5
214,/players/j/josepkr01.html,BOS,Kris Joseph,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/josepkr01.jpg,SF,R,6-7,210,Syracuse University,1988-12-17,Archbishop Carroll,Montreal,,2013,2013,1,6,24,2,11,0,2,3,4,1,5,1,0,0,2,2,7,0.182,0,0.75,4,1.2,0.8,0.2
215,/players/j/judkije01.html,BOS,Jeff Judkins,,SF,R,6-6,185,University of Utah,1956-03-23,Highland,Salt Lake City,Utah,1979,1980,2,146,2195,434,863,11,27,181,222,102,257,192,110,17,158,275,1060,0.503,0.407,0.815,15,7.3,1.8,1.3
216,/players/k/kaftage01.html,BOS,George Kaftan,,SF,R,6-3,190,College of the Holy Cross,1928-02-22,Xavier,New York,New York,1949,1950,2,76,,315,850,,,208,323,,,206,,,,120,838,0.371,,0.644,,11,,2.7
217,/players/k/kappeto01.html,BOS,Tony Kappen,,G,R,5-10,165,,1919-04-13,,,,1947,1947,1,18,,25,91,,,24,38,,,6,,,,17,74,0.275,,0.632,,4.1,,0.3
218,/players/k/kellyje01.html,BOS,Jerry Kelly,,F,R,6-2,172,Marshall University,1918-06-14,,,,1947,1947,1,43,,91,313,,,74,111,,,21,,,,128,256,0.291,,0.667,,6,,0.5
219,/players/k/kellyto01.html,BOS,Tom Kelly,,G,R,6-0,170,New York University,1924-03-05,,,,1949,1949,1,27,,73,218,,,45,73,,,38,,,,73,191,0.335,,0.616,,7.1,,1.4
220,/players/k/kimbato01.html,BOS,Toby Kimball,,PF,R,6-6,220,University of Connecticut,1942-09-07,Belmont,Belmont,Massachusetts,1967,1967,1,38,222,35,97,,,27,40,,146,13,,,,42,97,0.361,,0.675,5.8,2.6,3.8,0.3
221,/players/k/kingma01.html,BOS,Maurice King,,PG,R,6-2,195,University of Kansas,1935-03-12,R.T. Coles,Kansas City,Kansas,1960,1960,1,1,19,5,8,,,0,1,,4,2,,,,3,10,0.625,,0,19,10,4,2
222,/players/k/kingst01.html,BOS,Stacey King,,PF/C,L,6-11,230,University of Oklahoma,1967-01-29,Lawton,Lawton,Oklahoma,1997,1997,1,5,33,5,7,0,0,2,3,1,9,1,0,1,1,3,12,0.714,,0.667,6.6,2.4,1.8,0.2
223,/players/k/kinnebo01.html,BOS,Bob Kinney,,C/F,R,6-6,215,Rice University,1920-09-16,Jefferson,San Antonio,Texas,1949,1950,2,81,,308,845,,,255,411,,,126,,,,340,871,0.364,,0.62,,10.8,,1.6
224,/players/k/kitegr01.html,BOS,Greg Kite,,C,R,6-11,250,Brigham Young University,1961-08-05,James Madison,Houston,Texas,1984,1988,5,241,1916,153,378,0,2,72,169,171,472,70,27,97,124,371,378,0.405,0,0.426,8,1.6,2,0.3
225,/players/k/kleinjo01.html,BOS,Joe Kleine,,C,R,6-11,255,,1962-01-04,Slater,Slater,Missouri,1989,1993,5,329,4833,589,1274,4,21,265,339,444,1378,170,85,77,218,566,1447,0.462,0.19,0.782,14.7,4.4,4.2,0.5
226,/players/k/knighbi01.html,BOS,Billy Knight,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/knighbi01.jpg,SG/SF,R,6-6,195,University of Pittsburgh,1952-06-09,Braddock,Braddock,Pennsylvania,1979,1979,1,40,1119,219,436,,,118,146,41,173,66,31,3,129,86,556,0.502,,0.808,28,13.9,4.3,1.7
227,/players/k/knightr01.html,BOS,Travis Knight,,C,R,7-0,235,University of Connecticut,1974-09-13,Alta,Sandy,Utah,1998,1998,1,74,1503,193,438,15,55,81,103,146,365,104,54,82,87,253,482,0.441,0.273,0.786,20.3,6.5,4.9,1.4
228,/players/k/kofoeba01.html,BOS,Bart Kofoed,,SG,R,6-4,210,,1964-03-24,Westside,Omaha,Nebraska,1993,1993,1,7,41,3,13,0,1,11,14,0,1,10,2,1,3,1,17,0.231,0,0.786,5.9,2.4,0.1,1.4
229,/players/k/kottmha01.html,BOS,Harold Kottman,,C,R,6-8,220,Culver-Stockton College,1922-08-22,,,,1947,1947,1,53,,59,188,,,47,101,,,17,,,,58,165,0.314,,0.465,,3.1,,0.3
230,/players/k/kreklwa01.html,BOS,Wayne Kreklow,,SG,R,6-4,175,Drake University,1957-01-04,Neenah,Neenah,Wisconsin,1981,1981,1,25,100,11,47,1,4,7,10,2,12,9,2,1,10,20,30,0.234,0.25,0.7,4,1.2,0.5,0.4
231,/players/k/krstine01.html,BOS,Nenad Krstic,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/krstine01.jpg,PF/C,R,7-0,240,,1983-07-25,,,,2011,2011,1,24,553,79,147,0,0,60,80,47,128,8,8,8,23,77,218,0.537,,0.75,23,9.1,5.3,0.3
232,/players/k/kuberst01.html,BOS,Steve Kuberski,,SF/C/PF,R,6-8,215,Bradley University,1947-11-06,Moline,Moline,Illinois,1970,1978,8,499,7295,1185,2829,,,559,731,259,1998,300,26,23,2,846,2929,0.419,,0.765,14.6,5.9,4,0.6
233,/players/k/kudelfr01.html,BOS,Frank Kudelka,,SF/SG,R,6-2,193,Saint Mary's College of California,1925-06-25,Lowell,San Francisco,California,1951,1951,1,27,,54,150,,,20,27,,,30,,,,62,128,0.36,,0.741,,4.7,,1.1
234,/players/l/lafayol01.html,BOS,Oliver Lafayette,,SG,R,6-2,190,University of Houston,1984-05-06,Capitol,Baton Rouge,Louisiana,2010,2010,1,1,22,3,6,1,2,0,0,1,4,2,0,0,1,0,7,0.5,0.5,,22,7,4,2
235,/players/l/lafrera01.html,BOS,Raef LaFrentz,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/lafrera01.jpg,C/PF,L,6-11,240,University of Kansas,1976-05-29,MFL MarMac,Monona,Iowa,2004,2006,3,179,4557,636,1364,202,551,181,236,264,1038,237,79,184,146,582,1655,0.466,0.367,0.767,25.5,9.2,5.8,1.3
236,/players/l/landrma01.html,BOS,Marcus Landry,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/landrma01.jpg,SF,R,6-7,230,University of Wisconsin,1985-11-01,Vincent,Milwaukee,Wisconsin,2010,2010,1,1,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0
237,/players/l/larkish01.html,BOS,Shane Larkin,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/larkish01.jpg,PG,R,5-11,175,University of Miami,1992-10-02,Dr. Phillips,Orlando,Florida,2018,2018,1,54,775,84,219,31,86,32,37,15,92,98,29,2,33,58,231,0.384,0.36,0.865,14.4,4.3,1.7,1.8
238,/players/l/lavelto01.html,BOS,Tony Lavelli,,F,R,6-3,185,Yale University,1926-07-11,Somerville,Somerville,Massachusetts,1950,1950,1,56,,162,436,,,168,197,,,40,,,,107,492,0.372,,0.853,,8.8,,0.7
239,/players/l/leeco01.html,BOS,Courtney Lee,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/leeco01.jpg,SG,R,6-5,200,Western Kentucky University,1985-10-03,Pike,Indianapolis,Indiana,2013,2014,2,108,2445,336,713,81,208,80,94,39,239,175,109,30,109,176,833,0.471,0.389,0.851,22.6,7.7,2.2,1.6
240,/players/l/leeda02.html,BOS,David Lee,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/leeda02.jpg,SF/C/PF,L,6-9,245,University of Florida,1983-04-29,Chaminade College Preparatory School,St. Louis,Missouri,2016,2016,1,30,470,87,192,0,1,40,51,41,130,54,12,13,38,51,214,0.453,0,0.784,15.7,7.1,4.3,1.8
241,/players/l/leedeed01.html,BOS,Ed Leede,,F/G,R,6-3,185,Dartmouth College,1927-07-17,Bayside,Bayside,New York,1950,1951,2,121,,293,877,,,363,505,,118,225,,,,311,949,0.334,,0.719,,7.8,2.1,1.9
242,/players/l/lewisre01.html,BOS,Reggie Lewis,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/lewisre01.jpg,SG/SF,R,6-7,195,Northeastern University,1965-11-21,Paul Laurence Dunbar,Baltimore,Maryland,1988,1993,6,450,14676,3198,6550,27,135,1479,1794,577,1938,1153,569,417,708,1268,7902,0.488,0.2,0.824,32.6,17.6,4.3,2.6
243,/players/l/lichtto01.html,BOS,Todd Lichti,,SG,R,6-4,205,Stanford University,1967-01-08,Mount Diablo,Concord,California,1994,1994,1,4,48,6,14,0,0,7,14,2,8,6,5,1,3,4,19,0.429,,0.5,12,4.8,2,1.5
244,/players/l/listeal01.html,BOS,Alton Lister,,C/PF,R,7-0,240,Arizona State University,1958-10-01,Woodrow Wilson,Dallas,Texas,1996,1997,2,110,1163,79,173,0,0,62,93,126,419,28,14,53,74,216,220,0.457,,0.667,10.6,2,3.8,0.3
245,/players/l/lohaubr01.html,BOS,Brad Lohaus,,PF,L,6-11,230,University of Iowa,1964-09-29,Greenway,Phoenix,Arizona,1988,1989,2,118,1456,239,516,3,17,85,108,93,280,98,41,67,108,224,566,0.463,0.176,0.787,12.3,4.8,2.4,0.8
246,/players/l/longgr01.html,BOS,Grant Long,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/longgr01.jpg,PF,R,6-8,225,Eastern Michigan University,1966-03-12,Romulus,Romulus,Michigan,2003,2003,1,41,488,27,70,0,3,18,23,24,83,25,9,1,19,62,72,0.386,0,0.783,11.9,1.8,2,0.6
247,/players/l/loscuji01.html,BOS,Jim Loscutoff,,SF,R,6-5,220,University of Oregon,1930-02-04,Palo Alto,Palo Alto,California,1956,1964,9,511,9431,1333,3868,,,490,750,,2848,353,,,,1497,3156,0.345,,0.653,18.5,6.2,5.6,0.7
248,/players/l/lovelcl01.html,BOS,Clyde Lovellette,,C,R,6-9,234,University of Kansas,1929-09-07,Garfield,Terre Haute,Indiana,1963,1964,2,106,1005,289,681,,,118,155,,303,51,,,,237,696,0.424,,0.761,9.5,6.6,2.9,0.5
249,/players/l/lucasal01.html,BOS,Al Lucas,,F/G,R,6-3,195,Fordham University,1922-07-04,,,,1949,1949,1,2,,1,3,,,0,0,,,2,,,,0,2,0.333,,,,1,,1
250,/players/m/macaued01.html,BOS,Ed Macauley,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/macaued01.jpg,PF/C,R,6-8,185,Saint Louis University,1928-03-22,Saint Louis University High School,St. Louis,Missouri,1951,1956,6,416,13385,2579,5766,,,2724,3518,,3367,1521,,,,1064,7882,0.447,,0.774,38.5,18.9,8.1,3.7
251,/players/m/mahnkjo01.html,BOS,John Mahnken,,C,R,6-8,220,Georgetown University,1922-06-16,Memorial,West New York,New Jersey,1950,1953,4,199,1352,300,945,,,123,189,,498,247,,,,427,723,0.317,,0.651,10.5,3.6,2.8,1.2
252,/players/m/mahonmo01.html,BOS,Mo Mahoney,,F,R,6-2,205,Brown University,1927-11-20,,,,1953,1953,1,6,34,4,10,,,4,5,,7,1,,,,7,12,0.4,,0.8,5.7,2,1.2,0.2
253,/players/m/maravpe01.html,BOS,Pete Maravich,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/maravpe01.jpg,SG,R,6-5,197,Louisiana State University,1947-06-22,Edward Military Institute,Salemberg,North Carolina,1980,1980,1,26,442,123,249,3,4,50,55,10,38,29,9,2,37,49,299,0.494,0.75,0.909,17,11.5,1.5,1.1
254,/players/m/marbust01.html,BOS,Stephon Marbury,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/marbust01.jpg,PG,R,6-2,180,Georgia Institute of Technology,1977-02-20,Abraham Lincoln,Brooklyn,New York,2009,2009,1,23,414,38,111,6,25,6,13,2,28,75,10,3,37,34,88,0.342,0.24,0.462,18,3.8,1.2,3.3
255,/players/m/mariasa01.html,BOS,Saul Mariaschin,,G,R,5-11,165,Harvard University,1924-09-01,,,,1948,1948,1,43,,125,463,,,83,117,,,60,,,,121,333,0.27,,0.709,,7.7,,1.4
256,/players/m/masseto01.html,BOS,Tony Massenburg,,PF/C,R,6-9,220,University of Maryland,1967-07-31,Sussex Central,Sussex,Virginia,1992,1992,1,7,46,4,9,0,0,2,4,2,9,0,0,1,2,7,10,0.444,,0.5,6.6,1.4,1.3,0
257,/players/m/maxwece01.html,BOS,Cedric Maxwell,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/maxwece01.jpg,SF,R,6-8,205,University of North Carolina at Charlotte,1955-11-21,Kinston,Kinston,North Carolina,1978,1985,8,607,18495,2786,4984,1,13,2738,3496,1618,4023,1390,549,378,1445,1768,8311,0.559,0.077,0.783,30.5,13.7,6.6,2.3
258,/players/m/mcadobo01.html,BOS,Bob McAdoo,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/mcadobo01.jpg,PF/C,R,6-9,210,University of North Carolina,1951-09-25,Ben Smith,Greensboro,North Carolina,1979,1979,1,20,637,167,334,,,77,115,36,141,40,12,20,64,55,411,0.5,,0.67,31.9,20.6,7.1,2
259,/players/m/mccarjo01.html,BOS,Johnny McCarthy,,SG/PG,R,6-1,185,Canisius College,1934-04-25,Bishop Timon,Buffalo,New York,1964,1964,1,28,206,16,48,,,5,13,,35,24,,,,42,37,0.333,,0.385,7.4,1.3,1.3,0.9
260,/players/m/mccarwa01.html,BOS,Walter McCarty,,SF/PF,R,6-10,230,University of Kentucky,1974-02-01,Harrison,Evansville,Indiana,1998,2005,8,494,9476,1000,2534,417,1194,389,547,379,1402,623,355,153,465,1062,2806,0.395,0.349,0.711,19.2,5.7,2.8,1.3
261,/players/m/mcdanxa01.html,BOS,Xavier McDaniel,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/mcdanxa01.jpg,PF/SF,R,6-7,205,Wichita State University,1963-06-04,A.C. Flora,Columbia,South Carolina,1993,1995,3,232,5616,1090,2309,22,84,424,579,404,1189,397,150,110,376,588,2626,0.472,0.262,0.732,24.2,11.3,5.1,1.7
262,/players/m/mcdongl01.html,BOS,Glenn McDonald,,SF,R,6-6,190,"California State University, Long Beach",1952-03-18,Jefferson,Los Angeles,California,1975,1976,2,137,1414,261,638,,,68,93,76,203,92,47,25,,181,590,0.409,,0.731,10.3,4.3,1.5,0.7
263,/players/m/mchalke01.html,BOS,Kevin McHale,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/mchalke01.jpg,PF,R,6-10,210,University of Minnesota,1957-12-19,Hibbing,Hibbing,Minnesota,1981,1993,13,971,30118,6830,12334,41,157,3634,4554,2358,7122,1670,344,1690,1893,2758,17335,0.554,0.261,0.798,31,17.9,7.3,1.7
264,/players/m/mckinbo01.html,BOS,Bones McKinney,,SF,R,6-6,185,University of North Carolina,1919-01-01,Durham,Durham,North Carolina,1951,1952,2,97,1083,226,702,,,120,154,,354,190,,,,270,572,0.322,,0.779,17.2,5.9,3.6,2
265,/players/m/mehendi01.html,BOS,Dick Mehen,,PF,R,6-5,195,University of Tennessee,1922-05-20,,,,1951,1951,1,7,,17,52,,,10,15,,26,11,,,,14,44,0.327,,0.667,,6.3,3.7,1.6
266,/players/m/melofa01.html,BOS,Fab Melo,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/melofa01.jpg,C,R,7-0,255,Syracuse University,1990-06-20,Sagemont School,Sagemont,Florida,2013,2013,1,6,36,3,6,0,0,1,4,0,3,0,2,2,1,7,7,0.5,,0.25,6,1.2,0.5,0
267,/players/m/mercero01.html,BOS,Ron Mercer,,SG/SF,R,6-7,210,University of Kentucky,1976-05-18,Oak Hill Academy,Mouth of Wilson,Virginia,1998,1999,2,121,4213,820,1852,8,58,271,329,146,435,280,192,29,221,294,1919,0.443,0.138,0.824,34.8,15.9,3.6,2.3
268,/players/m/mickejo01.html,BOS,Jordan Mickey,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/mickejo01.jpg,PF,R,6-8,235,Louisiana State University,1994-07-09,Prime Prep Academy,Dallas,Texas,2016,2017,2,41,198,23,56,0,1,13,24,19,47,8,3,17,10,17,59,0.411,0,0.542,4.8,1.4,1.1,0.2
269,/players/m/mihmch01.html,BOS,Chris Mihm,,C/PF,R,7-0,265,University of Texas at Austin,1979-07-16,Westlake,Austin,Texas,2004,2004,1,54,939,127,254,0,0,76,118,109,273,11,28,41,65,150,330,0.5,,0.644,17.4,6.1,5.1,0.2
270,/players/m/mikaned01.html,BOS,Ed Mikan,,C,R,6-8,230,DePaul University,1925-10-20,Joliet Catholic,Joliet,Illinois,1954,1954,1,9,71,8,24,,,5,9,,20,3,,,,15,21,0.333,,0.556,7.9,2.3,2.2,0.3
271,/players/m/milicda01.html,BOS,Darko Milicic,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/milicda01.jpg,C/PF,L,7-0,250,,1985-06-20,Hemiska,Novi Sad,,2013,2013,1,1,5,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,,,5,0,1,0
272,/players/m/minnidi01.html,BOS,Dirk Minniefield,,PG,R,6-3,180,University of Kentucky,1961-01-17,Lafayette,Lexington,Kentucky,1988,1988,1,61,868,83,173,3,11,27,32,22,75,190,44,3,77,107,196,0.48,0.273,0.844,14.2,3.2,1.2,3.1
273,/players/m/minorgr01.html,BOS,Greg Minor,,SF/SG,R,6-6,210,University of Louisville,1971-09-18,Washington County,Sandersville,Georgia,1995,1999,5,277,5144,794,1662,24,106,290,378,258,741,384,156,46,225,464,1902,0.478,0.226,0.767,18.6,6.9,2.7,1.4
274,/players/m/minorma01.html,BOS,Mark Minor,,SF,R,6-6,215,Ohio State University,1950-05-14,,,,1973,1973,1,4,20,1,4,,,3,4,,4,2,,,,5,5,0.25,,0.75,5,1.3,1,0.5
